name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
KOI-3503 c,2894.0,13.831,Super Earth,2021,10.36,Earth,1.21,Earth,0.1911,0.087063655,0.0,Transit,sat
KOI-3680 b,3008.0,14.616,Gas Giant,2018,1.93,Jupiter,0.99,Jupiter,0.534,0.38658452,0.5,Transit,jupi
KOI-55 c,4016.0,15.154,Terrestrial,2011,0.655,Earth,0.867,Earth,0.0076,0.00082135526,0.0,Orbital Brightness Modulation,mars
KOI-7913 b,885.0,14.23,Neptune-like,2022,6.08,Earth,0.209,Jupiter,0.1456,0.06652977,0.0,Transit,np
KOI-94 e,1556.0,12.314,Neptune-like,2013,35.0,Earth,0.585,Jupiter,0.3046,0.1486653,0.02,Transit,np
KPS-1 b,857.0,12.97,Gas Giant,2018,1.09,Jupiter,1.03,Jupiter,0.0269,0.0046543465,0.0,Transit,jupi
L 168-9 b,82.0,11.005,Super Earth,2020,4.6,Earth,1.39,Earth,0.02091,0.003832991,0.21,Transit,sat
L 98-59 e,35.0,11.685,Super Earth,2021,3.06,Earth,1.56,Earth,0.0717,0.03504449,0.13,Radial Velocity,sat
LHS 1478 b,59.0,13.304,Super Earth,2021,2.33,Earth,1.242,Earth,0.01848,0.005201916,0.0,Transit,sat
LHS 1678 c,65.0,12.6,Super Earth,2021,1.4,Earth,0.982,Earth,0.0331,0.010130048,0.22,Transit,sat
LHS 1815 b,97.0,12.167,Super Earth,2020,8.7,Earth,1.088,Earth,0.0404,0.010403832,0.0,Transit,sat
LHS 3844 b,49.0,15.24,Super Earth,2019,2.25,Earth,1.303,Earth,0.00622,0.0013689254,0.0,Transit,sat
LP 791-18 c,86.0,16.91,Neptune-like,2019,5.95,Earth,0.206,Jupiter,0.029392,0.0136892535,0.0,Transit,np
LSPM J2116+0234 b,58.0,11.961,Neptune-like,2019,13.3,Earth,0.331,Jupiter,0.0876,0.03942505,0.18,Radial Velocity,np
LTT 1445 A c,22.0,10.59,Super Earth,2022,1.54,Earth,1.147,Earth,0.02661,0.008487337,0.223,Transit,sat
LTT 3780 c,72.0,13.14,Super Earth,2020,8.6,Earth,0.205,Jupiter,0.07673,0.033675566,0.06,Transit,sat
LTT 9779 b,262.0,9.79,Neptune-like,2020,29.32,Earth,0.421,Jupiter,0.01679,0.0021902807,0.0,Transit,np
Lupus-TR-3 b,2523.0,19.6202,Gas Giant,2007,0.81,Jupiter,0.89,Jupiter,0.0464,0.010677618,0.0,Transit,jupi
MASCARA-1 b,595.0,8.28,Gas Giant,2017,3.7,Jupiter,1.597,Jupiter,0.040352,0.0057494864,0.0,Transit,jupi
MASCARA-4 b,557.0,8.191,Gas Giant,2020,3.1,Jupiter,1.53,Jupiter,0.047,0.007665982,0.0,Transit,jupi
MOA-2007-BLG-192L b,3262.0,,Super Earth,2008,3.3,Earth,1.63,Earth,0.62,2.0,0.0,Gravitational Microlensing,sat
MOA-2009-BLG-319L b,22997.0,,Gas Giant,2010,0.212,Jupiter,0.86,Jupiter,2.03,4.0,0.0,Gravitational Microlensing,jupi
MOA-2009-BLG-387L b,18561.0,,Gas Giant,2010,2.6,Jupiter,1.18,Jupiter,1.8,5.4,0.0,Gravitational Microlensing,jupi
MOA-2010-BLG-073L b,9134.0,,Gas Giant,2012,11.0,Jupiter,1.11,Jupiter,1.21,3.3,0.0,Gravitational Microlensing,jupi
MOA-2010-BLG-117L b,11417.0,24.3,Gas Giant,2018,0.54,Jupiter,1.27,Jupiter,2.42,4.9,0.0,Gravitational Microlensing,jupi
MOA-2010-BLG-328L b,2642.0,,Neptune-like,2013,9.2,Earth,0.266,Jupiter,0.92,2.7,0.0,Gravitational Microlensing,np
MOA-2010-BLG-353L b,20975.0,,Gas Giant,2015,0.27,Jupiter,0.994,Jupiter,1.72,5.3,0.0,Gravitational Microlensing,jupi
MOA-2010-BLG-477L b,7503.0,,Gas Giant,2012,1.5,Jupiter,1.21,Jupiter,2.0,3.5,0.0,Gravitational Microlensing,jupi
MOA-2011-BLG-028L b,24074.0,,Neptune-like,2016,30.0,Earth,0.535,Jupiter,4.14,9.7,0.0,Gravitational Microlensing,np
MOA-2011-BLG-262L b,23486.0,,Neptune-like,2014,17.0,Earth,0.383,Jupiter,0.95,2.8,0.0,Gravitational Microlensing,np
MOA-2011-BLG-293L b,25183.0,,Gas Giant,2012,4.8,Jupiter,1.15,Jupiter,1.1,8.2,0.0,Gravitational Microlensing,jupi
MOA-2011-BLG-322L b,24661.0,,Gas Giant,2013,11.6,Jupiter,1.11,Jupiter,4.3,14.3,0.0,Gravitational Microlensing,jupi
MOA-2012-BLG-006L b,17289.0,,Gas Giant,2017,8.4,Jupiter,1.12,Jupiter,10.2,46.6,0.0,Gravitational Microlensing,jupi
MOA-2012-BLG-505L b,23519.0,,Neptune-like,2017,6.7,Earth,0.221,Jupiter,0.9,2.7,0.0,Gravitational Microlensing,np
MOA-2013-BLG-220L b,21921.0,,Gas Giant,2014,2.74,Jupiter,1.18,Jupiter,3.03,5.6,0.0,Gravitational Microlensing,jupi
MOA-2013-BLG-605L b,2773.0,,Super Earth,2016,3.24,Earth,1.62,Earth,0.93,6.3,0.0,Gravitational Microlensing,sat
MOA-2019-BLG-008L b,8807.0,,Gas Giant,2022,18.0,Jupiter,1.08,Jupiter,,0.99931556,0.0,Gravitational Microlensing,jupi
MOA-2020-BLG-135L b,25770.0,,Neptune-like,2022,11.3,Earth,0.301,Jupiter,1.11,2.4,0.0,Gravitational Microlensing,np
MOA-bin-1L b,16636.0,,Gas Giant,2012,3.7,Jupiter,1.16,Jupiter,8.3,27.6,0.0,Gravitational Microlensing,jupi
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,0.6,Jupiter,1.26,Jupiter,0.48,1.9,0.0,Gravitational Microlensing,jupi
NGC 2682 Sand 364 b,2666.0,9.616,Gas Giant,2014,6.69,Jupiter,1.13,Jupiter,0.53,0.33319643,0.35,Radial Velocity,jupi
NGC 2682 Sand 978 b,2681.0,9.814,Gas Giant,2017,2.18,Jupiter,1.19,Jupiter,,1.4,0.16,Radial Velocity,jupi
NGC 2682 YBP 1194 b,2847.0,14.569,Gas Giant,2014,0.32,Jupiter,1.1,Jupiter,,0.019164955,0.3,Radial Velocity,jupi
NGC 2682 YBP 1514 b,2982.0,14.684,Gas Giant,2014,0.4,Jupiter,1.25,Jupiter,,0.013963039,0.28,Radial Velocity,jupi
NGC 2682 YBP 401 b,2710.0,13.699,Gas Giant,2016,0.46,Jupiter,1.27,Jupiter,,0.011225188,0.15,Radial Velocity,jupi
NGTS-10 b,1059.0,14.506,Gas Giant,2020,2.162,Jupiter,1.205,Jupiter,0.0143,0.0021902807,0.0,Transit,jupi
NGTS-11 b,621.0,12.456,Gas Giant,2020,0.344,Jupiter,0.817,Jupiter,0.201,0.0971937,0.13,Transit,jupi
NGTS-12 b,1456.0,12.382,Gas Giant,2020,0.208,Jupiter,1.048,Jupiter,0.0757,0.02053388,0.0,Transit,jupi
NGTS-13 b,2112.0,12.744,Gas Giant,2021,4.84,Jupiter,1.142,Jupiter,0.0549,0.011225188,0.09,Transit,jupi
NGTS-15 b,2566.0,14.669,Gas Giant,2021,0.751,Jupiter,1.1,Jupiter,0.0441,0.009034907,0.0,Transit,jupi
NGTS-16 b,2930.0,14.529,Gas Giant,2021,0.667,Jupiter,1.3,Jupiter,0.0523,0.013141684,0.0,Transit,jupi
NGTS-17 b,3393.0,14.412,Gas Giant,2021,0.764,Jupiter,1.24,Jupiter,0.0391,0.008761123,0.0,Transit,jupi
NGTS-18 b,3576.0,14.588,Gas Giant,2021,0.409,Jupiter,1.21,Jupiter,0.0448,0.008487337,0.0,Transit,jupi
NGTS-1 b,712.0,15.667,Gas Giant,2017,0.812,Jupiter,1.33,Jupiter,0.0326,0.007118412,0.02,Transit,jupi
NGTS-20 b,1249.0,11.233,Gas Giant,2022,2.98,Jupiter,1.07,Jupiter,0.313,0.14839152,0.43,Transit,jupi
NGTS-21 b,1934.0,15.506,Gas Giant,2022,2.36,Jupiter,1.33,Jupiter,0.0236,0.0041067763,0.0,Transit,jupi
NGTS-23 b,3506.0,14.126,Gas Giant,2022,0.613,Jupiter,1.267,Jupiter,0.0504,0.011225188,0.0,Transit,jupi
NGTS-24 b,2228.0,13.214,Gas Giant,2022,0.52,Jupiter,1.214,Jupiter,0.0479,0.009582478,0.0,Transit,jupi
NGTS-25 b,1700.0,14.333,Gas Giant,2022,0.639,Jupiter,1.023,Jupiter,0.0388,0.007665982,0.0,Transit,jupi
NGTS-2 b,1163.0,10.789,Gas Giant,2018,0.74,Jupiter,1.595,Jupiter,0.063,0.0123203285,0.0,Transit,jupi
NGTS-3 A b,2427.0,14.669,Gas Giant,2018,2.38,Jupiter,1.48,Jupiter,0.023,0.0046543465,0.0,Transit,jupi
NGTS-4 b,915.0,13.138,Neptune-like,2019,20.6,Earth,0.284,Jupiter,0.019,0.003559206,0.0,Transit,np
NGTS-5 b,1001.0,13.789,Gas Giant,2019,0.229,Jupiter,1.136,Jupiter,0.0382,0.009308693,0.0,Transit,jupi
NGTS-6 b,1006.0,14.237,Gas Giant,2019,1.339,Jupiter,1.326,Jupiter,0.01677,0.0024640656,0.0,Transit,jupi
NGTS-8 b,1399.0,13.69,Gas Giant,2019,0.93,Jupiter,1.09,Jupiter,0.035,0.0068446267,0.01,Transit,jupi
NGTS-9 b,1987.0,12.868,Gas Giant,2019,2.9,Jupiter,1.07,Jupiter,0.058,0.012046544,0.06,Transit,jupi
NSVS 14256825 b,2678.0,13.296,Gas Giant,2019,14.15,Jupiter,1.1,Jupiter,3.12,8.8,0.12,Eclipse Timing Variations,jupi
Nu Ophiuchi c,151.0,3.31216,Gas Giant,2012,24.662,Jupiter,1.07,Jupiter,5.931,8.7,0.18,Radial Velocity,jupi
NY Virginis c,1775.0,13.496,Gas Giant,2019,5.54,Jupiter,1.14,Jupiter,,24.1,0.15,Eclipse Timing Variations,jupi
OGLE-2005-BLG-390L b,21529.0,,Neptune-like,2005,5.5,Earth,2.21,Earth,2.6,9.0,0.0,Gravitational Microlensing,np
OGLE-2006-BLG-109L c,4926.0,,Gas Giant,2008,0.27,Jupiter,0.994,Jupiter,4.5,13.5,0.15,Gravitational Microlensing,jupi
OGLE-2006-BLG-284L A b,13048.0,,Gas Giant,2020,0.45307,Jupiter,1.27,Jupiter,2.17,5.4,0.0,Gravitational Microlensing,jupi
OGLE-2007-BLG-349L AB c,9003.0,24.73,Gas Giant,2016,0.25171,Jupiter,0.952,Jupiter,2.59,7.0,0.0,Gravitational Microlensing,jupi
OGLE-2008-BLG-092L b,26422.0,,Gas Giant,2014,0.18,Jupiter,0.78,Jupiter,15.0,69.0,0.0,Gravitational Microlensing,jupi
OGLE-2008-BLG-355L b,22182.0,,Gas Giant,2014,4.6,Jupiter,1.15,Jupiter,1.7,3.6,0.0,Gravitational Microlensing,jupi
OGLE-2011-BLG-0173L b,19898.0,,Gas Giant,2018,0.19,Jupiter,0.804,Jupiter,8.0,35.4,0.0,Gravitational Microlensing,jupi
OGLE-2011-BLG-0251L b,8383.0,,Gas Giant,2012,0.53,Jupiter,1.27,Jupiter,2.72,8.8,0.0,Gravitational Microlensing,jupi
OGLE-2011-BLG-0265L b,14288.0,,Gas Giant,2015,0.88,Jupiter,1.24,Jupiter,1.89,5.7,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0026L c,13110.0,20.66,Gas Giant,2012,0.86,Jupiter,1.24,Jupiter,4.8,10.2,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0358L b,5741.0,,Gas Giant,2013,1.85,Jupiter,1.2,Jupiter,0.87,5.7,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0406L b,16212.0,,Gas Giant,2013,2.73,Jupiter,1.18,Jupiter,3.45,9.7,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0563L b,4241.0,,Gas Giant,2015,0.39,Jupiter,1.21,Jupiter,0.74,1.0915811,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0838L b,20616.0,,Gas Giant,2020,0.167,Jupiter,0.748,Jupiter,4.43,14.8,0.0,Gravitational Microlensing,jupi
OGLE-2012-BLG-0950L b,8481.0,,Neptune-like,2016,35.0,Earth,0.585,Jupiter,2.6,5.6,0.0,Gravitational Microlensing,np
OGLE-2013-BLG-0102L b,9916.0,,Gas Giant,2014,13.0,Jupiter,1.1,Jupiter,0.8,2.3,0.0,Gravitational Microlensing,jupi
OGLE-2013-BLG-0132L b,12722.0,,Gas Giant,2017,0.29,Jupiter,1.03,Jupiter,3.6,9.3,0.0,Gravitational Microlensing,jupi
OGLE-2013-BLG-0341L B b,2972.0,,Super Earth,2014,1.66,Earth,1.16,Earth,0.702,1.8,0.0,Gravitational Microlensing,sat
OGLE-2013-BLG-0911L b,10504.0,26.42,Gas Giant,2019,9.51,Jupiter,1.12,Jupiter,0.39,0.45229295,0.0,Gravitational Microlensing,jupi
OGLE-2013-BLG-1761L b,22508.0,,Gas Giant,2018,2.7,Jupiter,1.18,Jupiter,1.8,4.2,0.0,Gravitational Microlensing,jupi
OGLE-2014-BLG-0124L b,13374.0,,Gas Giant,2015,0.51,Jupiter,1.27,Jupiter,3.11,6.5,0.0,Gravitational Microlensing,jupi
OGLE-2014-BLG-0319L b,25215.0,,Gas Giant,2022,0.57,Jupiter,1.26,Jupiter,3.49,9.0,0.0,Gravitational Microlensing,jupi
OGLE-2014-BLG-0676L b,8710.0,,Gas Giant,2016,3.68,Jupiter,1.16,Jupiter,4.53,11.3,0.0,Gravitational Microlensing,jupi
OGLE-2014-BLG-1722L c,20877.0,,Gas Giant,2018,0.263,Jupiter,0.978,Jupiter,1.7,3.5,0.0,Gravitational Microlensing,jupi
OGLE-2014-BLG-1760L b,22377.0,,Gas Giant,2016,0.56,Jupiter,1.26,Jupiter,1.75,3.2,0.0,Gravitational Microlensing,jupi
OGLE-2015-BLG-0051L b,26748.0,,Gas Giant,2016,0.72,Jupiter,1.25,Jupiter,0.73,2.0,0.0,Gravitational Microlensing,jupi
OGLE-2015-BLG-0954L b,3914.0,,Gas Giant,2016,3.4,Jupiter,1.17,Jupiter,1.6,3.7,0.0,Gravitational Microlensing,jupi
OGLE-2015-BLG-0966L b,10765.0,,Neptune-like,2016,21.0,Earth,0.433,Jupiter,2.7,7.2,0.0,Gravitational Microlensing,np
OGLE-2015-BLG-1649L b,13798.0,,Gas Giant,2019,2.54,Jupiter,1.18,Jupiter,2.07,5.1,0.0,Gravitational Microlensing,jupi
OGLE-2015-BLG-1670L b,21855.0,,Neptune-like,2019,17.9,Earth,0.394,Jupiter,2.62,5.7,0.0,Gravitational Microlensing,np
OGLE-2015-BLG-1771L b,23062.0,,Gas Giant,2020,0.433,Jupiter,1.28,Jupiter,0.85,2.8,0.0,Gravitational Microlensing,jupi
OGLE-2016-BLG-0613L AB b,11123.0,,Gas Giant,2017,4.18,Jupiter,1.16,Jupiter,6.4,19.1,0.0,Gravitational Microlensing,jupi
OGLE-2016-BLG-1067L b,12167.0,,Gas Giant,2019,0.43,Jupiter,1.28,Jupiter,1.7,4.0,0.0,Gravitational Microlensing,jupi
OGLE-2016-BLG-1190L b,22084.0,,Gas Giant,2017,13.38,Jupiter,1.1,Jupiter,2.17,3.3,0.42,Gravitational Microlensing,jupi
OGLE-2016-BLG-1195L b,12754.0,,Super Earth,2017,1.43,Earth,1.11,Earth,1.16,4.4,0.0,Gravitational Microlensing,sat
OGLE-2017-BLG-0173L b,15348.0,,Super Earth,2018,3.269,Earth,1.62,Earth,3.913,12.2,0.0,Gravitational Microlensing,sat
OGLE-2017-BLG-0373L b,19295.0,,Gas Giant,2018,0.401,Jupiter,1.25,Jupiter,2.424,7.6,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,0.41,Jupiter,1.27,Jupiter,3.5,8.8,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-0482L b,18920.0,,Neptune-like,2018,9.0,Earth,0.263,Jupiter,1.8,5.4,0.0,Gravitational Microlensing,np
OGLE-2017-BLG-0604L b,12885.0,,Gas Giant,2020,0.51,Jupiter,1.27,Jupiter,4.06,9.8,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-1049L b,18496.0,,Gas Giant,2020,5.53,Jupiter,1.14,Jupiter,3.92,10.5,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-1099L b,23650.0,,Gas Giant,2021,3.02,Jupiter,1.17,Jupiter,2.73,6.7,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-1375L b,12820.0,,Gas Giant,2020,11.28,Jupiter,1.11,Jupiter,3.04,5.9,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-1434L b,2805.0,,Super Earth,2018,4.43,Earth,1.94,Earth,1.18,2.7,0.0,Gravitational Microlensing,sat
OGLE-2017-BLG-1522L b,24432.0,,Gas Giant,2018,0.75,Jupiter,1.25,Jupiter,0.59,2.3,0.0,Gravitational Microlensing,jupi
OGLE-2017-BLG-1691L b,23780.0,,Neptune-like,2022,14.62011,Earth,0.35,Jupiter,2.41,5.6,0.0,Gravitational Microlensing,np
OGLE-2018-BLG-0383L b,25117.0,,Neptune-like,2022,6.4,Earth,0.215,Jupiter,1.8,7.6,0.0,Gravitational Microlensing,np
OGLE-2018-BLG-0532L b,2522.0,,Neptune-like,2020,6.228,Earth,0.212,Jupiter,1.064,2.5,0.0,Gravitational Microlensing,np
OGLE-2018-BLG-0567L b,23030.0,,Gas Giant,2021,0.32,Jupiter,1.1,Jupiter,2.72,9.0,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-0596L b,18430.0,,Neptune-like,2019,13.93,Earth,0.34,Jupiter,0.97,2.0,0.0,Gravitational Microlensing,np
OGLE-2018-BLG-0677L b,24726.0,,Super Earth,2020,3.96,Earth,1.82,Earth,0.63,1.4,0.0,Gravitational Microlensing,sat
OGLE-2018-BLG-0740L b,10438.0,18.21,Gas Giant,2019,4.8,Jupiter,1.15,Jupiter,5.0,15.0,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-0962L b,21203.0,,Gas Giant,2021,1.34,Jupiter,1.22,Jupiter,3.59,9.3,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-1011L c,23160.0,,Gas Giant,2019,2.8,Jupiter,1.18,Jupiter,0.8,1.7,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,8.4,Earth,0.253,Jupiter,1.54,3.1,0.0,Gravitational Microlensing,np
OGLE-2018-BLG-1269L b,8188.0,,Gas Giant,2020,0.67,Jupiter,1.25,Jupiter,4.51,9.1,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-1428L b,20290.0,,Gas Giant,2021,0.77,Jupiter,1.25,Jupiter,3.3,9.1,0.0,Gravitational Microlensing,jupi
OGLE-2018-BLG-1700L b,24791.0,,Gas Giant,2020,4.4,Jupiter,1.15,Jupiter,2.8,7.2,0.0,Gravitational Microlensing,jupi
OGLE-2019-BLG-0304L b,22769.0,,Gas Giant,2021,0.51,Jupiter,1.27,Jupiter,1.23,2.6,0.0,Gravitational Microlensing,jupi
OGLE-2019-BLG-0362L b,19017.0,,Gas Giant,2022,3.26,Jupiter,1.17,Jupiter,2.18,5.0,0.0,Gravitational Microlensing,jupi
OGLE-2019-BLG-0468L c,14353.0,,Gas Giant,2022,10.22,Jupiter,1.11,Jupiter,2.77,4.8,0.0,Gravitational Microlensing,jupi
OGLE-2019-BLG-0954L b,11841.0,,Gas Giant,2021,14.2,Jupiter,1.1,Jupiter,2.65,4.8,0.0,Gravitational Microlensing,jupi
OGLE-2019-BLG-0960L b,3197.0,,Super Earth,2021,2.5,Earth,1.39,Earth,1.9,3.7,0.0,Gravitational Microlensing,sat
OGLE-2019-BLG-1470L AB c,19246.0,,Gas Giant,2022,2.2,Jupiter,1.19,Jupiter,3.2,7.6,0.0,Gravitational Microlensing,jupi
OGLE2-TR-L9 b,5309.0,14.718,Gas Giant,2008,4.5,Jupiter,1.61,Jupiter,0.0308,0.0068446267,0.0,Transit,jupi
OGLE-TR-10 b,4387.0,16.006,Gas Giant,2004,0.62,Jupiter,1.25,Jupiter,0.0434,0.008487337,0.82,Transit,jupi
OGLE-TR-111 b,3485.0,16.707,Gas Giant,2004,0.55,Jupiter,1.019,Jupiter,0.0473,0.0109514035,0.54,Transit,jupi
OGLE-TR-113 b,1848.0,15.8485,Gas Giant,2004,1.26,Jupiter,1.093,Jupiter,0.02289,0.003832991,0.15,Transit,jupi
OGLE-TR-132 b,6565.0,16.536,Gas Giant,2004,1.18,Jupiter,1.2,Jupiter,0.03035,0.0046543465,0.6,Transit,jupi
OGLE-TR-182 b,8161.0,16.9195,Gas Giant,2007,1.01,Jupiter,1.13,Jupiter,0.051,0.0109514035,0.0,Transit,jupi
OGLE-TR-211 b,4943.0,15.364,Gas Giant,2007,1.03,Jupiter,1.36,Jupiter,0.051,0.010130048,0.0,Transit,jupi
OGLE-TR-56 b,923.0,15.3,Gas Giant,2002,1.39,Jupiter,1.363,Jupiter,0.02383,0.003285421,0.67,Transit,jupi
Omega Serpentis b,250.0,5.21644,Gas Giant,2013,1.7,Jupiter,1.2,Jupiter,1.1,0.75838464,0.11,Radial Velocity,jupi
Omicron Coronae Borealis b,277.0,5.5052,Gas Giant,2012,1.5,Jupiter,1.21,Jupiter,0.83,0.5141684,0.19,Radial Velocity,jupi
Omicron Ursae Majoris b,179.0,3.35214,Gas Giant,2012,4.1,Jupiter,1.16,Jupiter,3.9,4.5,0.13,Radial Velocity,jupi
PDS 70 c,369.0,12.032,Gas Giant,2019,2.0,Jupiter,2.04,Jupiter,34.0,227.5,0.11,Direct Imaging,jupi
PH1 b,3370.0,13.841,Neptune-like,2012,0.531,Jupiter,0.551,Jupiter,0.652,0.37864476,0.07,Transit,np
PH2 b,1122.0,12.645,Gas Giant,2013,80.0,Jupiter,0.903,Jupiter,0.828,0.77344286,0.41,Transit,jupi
Pi Mensae d,60.0,5.65,Neptune-like,2022,13.38,Earth,0.332,Jupiter,,0.34113622,0.22,Radial Velocity,np
POTS-1 b,2440.0,17.9083,Gas Giant,2013,2.31,Jupiter,0.941,Jupiter,0.03734,0.008761123,0.0,Transit,jupi
Pr0201 b,589.0,10.445,Gas Giant,2012,0.54,Jupiter,1.27,Jupiter,0.06,0.012046544,0.0,Radial Velocity,jupi
Pr0211 c,596.0,12.163,Gas Giant,2016,7.79,Jupiter,1.12,Jupiter,5.5,13.3,0.71,Radial Velocity,jupi
Proxima Centauri b,4.0,11.01,Super Earth,2016,1.07,Earth,1.03,Earth,0.04856,0.030663928,0.02,Radial Velocity,sat
psi1 Draconis B b,74.0,5.808,Gas Giant,2015,1.53,Jupiter,1.21,Jupiter,4.43,8.5,0.4,Radial Velocity,jupi
PSR J2322-2650 b,750.0,,Gas Giant,2017,0.7949,Jupiter,1.24,Jupiter,0.0102,0.00082135526,0.0017,Pulsar Timing,jupi
Qatar-1 b,605.0,12.692,Gas Giant,2010,1.294,Jupiter,1.143,Jupiter,0.02332,0.003832991,0.0,Transit,jupi
Qatar-2 b,592.0,13.443,Gas Giant,2011,2.494,Jupiter,1.254,Jupiter,0.02153,0.003559206,0.0,Transit,jupi
Qatar-3 b,2400.0,12.929,Gas Giant,2017,4.31,Jupiter,1.096,Jupiter,0.03783,0.0068446267,0.0,Transit,jupi
Qatar-4 b,1073.0,13.574,Gas Giant,2017,6.1,Jupiter,1.135,Jupiter,0.02803,0.004928131,0.0,Transit,jupi
Qatar-5 b,1199.0,12.614,Gas Giant,2017,4.32,Jupiter,1.107,Jupiter,0.04127,0.007939767,0.0,Transit,jupi
Qatar-6 b,329.0,11.496,Gas Giant,2017,0.668,Jupiter,1.062,Jupiter,0.0423,0.009582478,0.0,Transit,jupi
Qatar-7 b,2303.0,13.134,Gas Giant,2019,1.88,Jupiter,1.7,Jupiter,0.0352,0.0054757018,0.0,Transit,jupi
Qatar-9 b,697.0,14.023,Gas Giant,2019,1.19,Jupiter,1.009,Jupiter,0.0234,0.0041067763,0.0,Transit,jupi
Rho Coronae Borealis c,57.0,5.40816,Neptune-like,2016,25.0,Earth,0.48,Jupiter,0.4123,0.2806297,0.05,Radial Velocity,np
Ross 128 b,11.0,11.12,Super Earth,2017,1.4,Earth,1.11,Earth,0.0496,0.027104722,0.12,Radial Velocity,sat
Ross 458 c,38.0,9.76,Gas Giant,2010,6.0,Jupiter,1.25,Jupiter,1100.0,48780.2,0.0,Direct Imaging,jupi
Ross 508 b,37.0,14.18,Super Earth,2022,4.0,Earth,1.83,Earth,0.05366,0.02956879,0.33,Radial Velocity,sat
ROXs 12 b,446.0,14.763,Gas Giant,2013,16.0,Jupiter,1.09,Jupiter,210.0,3264.5,0.83,Direct Imaging,jupi
ROXs 42 B b,468.0,14.661,Gas Giant,2013,9.0,Jupiter,1.12,Jupiter,157.0,1968.3,0.58,Direct Imaging,jupi
RR Caeli b,69.0,14.379,Gas Giant,2012,4.2,Jupiter,1.16,Jupiter,5.3,11.9,0.0,Eclipse Timing Variations,jupi
SR 12 AB c,366.0,13.355,Gas Giant,2010,13.0,Jupiter,1.1,Jupiter,,0.99931556,0.0,Direct Imaging,jupi
SWEEPS-4 b,27727.0,18.8,Gas Giant,2006,3.8,Jupiter,0.81,Jupiter,0.055,0.011498973,0.0,Transit,jupi
TAP 26 b,396.0,12.5,Gas Giant,2017,1.66,Jupiter,1.2,Jupiter,0.0968,0.02956879,0.0,Radial Velocity,jupi
Tau Geminorum b,367.0,4.37799,Gas Giant,2013,20.6,Jupiter,1.08,Jupiter,1.17,0.83641344,0.03,Radial Velocity,jupi
TIC 172900988 b,819.0,10.141,Gas Giant,2021,2.96386,Jupiter,1.004,Jupiter,0.90281,0.5489391,0.03,Transit,jupi
TIC 237913194 b,998.0,12.144,Gas Giant,2020,1.942,Jupiter,1.117,Jupiter,0.1207,0.04161533,0.58,Transit,jupi
TIC 257060897 b,1650.0,11.814,Gas Giant,2021,0.67,Jupiter,1.49,Jupiter,0.051,0.010130048,0.03,Transit,jupi
TOI-1062 c,268.0,10.249,Neptune-like,2021,9.78,Earth,0.276,Jupiter,0.08,0.021902807,0.14,Radial Velocity,np
TOI-1064 c,222.0,10.938,Neptune-like,2022,2.5,Earth,0.237,Jupiter,0.09429,0.03340178,0.09,Transit,np
TOI-1075 b,200.0,12.615,Super Earth,2022,9.95,Earth,1.791,Earth,0.01159,0.0016427105,0.0,Transit,sat
TOI-1107 b,918.0,10.553,Gas Giant,2022,3.35,Jupiter,1.3,Jupiter,0.0561,0.011225188,0.03,Transit,jupi
TOI-1130 c,190.0,11.595,Gas Giant,2020,0.974,Jupiter,1.5,Jupiter,0.07098,0.022997946,0.05,Transit,jupi
TOI-1136 g,276.0,9.534,Neptune-like,2022,6.94,Earth,0.226,Jupiter,,0.1081451,0.04,Transit,np
TOI-1181 b,988.0,10.582,Gas Giant,2022,1.18,Jupiter,1.3,Jupiter,,0.0057494864,0.0,Transit,jupi
TOI-1231 b,90.0,12.36,Neptune-like,2021,15.4,Earth,0.326,Jupiter,0.1288,0.066255994,0.09,Transit,np
TOI-1235 b,129.0,11.495,Super Earth,2020,5.9,Earth,1.694,Earth,0.03826,0.009308693,0.15,Transit,sat
TOI-1246 e,553.0,11.632,Neptune-like,2022,14.8,Earth,0.337,Jupiter,0.211,0.10376455,0.0,Transit,np
TOI-1259 A b,385.0,12.079,Gas Giant,2021,0.441,Jupiter,1.022,Jupiter,0.0407,0.009582478,0.0,Transit,jupi
