name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
TOI-125 d,362.0,11.023,Neptune-like,2020,13.6,Earth,0.261,Jupiter,0.137,0.054757014,0.17,Transit,np
TOI-1260 d,240.0,11.922,Neptune-like,2022,11.84,Earth,0.278,Jupiter,0.1116,0.045448326,0.0,Transit,np
TOI-1266 c,117.0,12.941,Super Earth,2020,2.2,Earth,1.56,Earth,0.1058,0.05147159,0.04,Transit,sat
TOI-1278 b,247.0,13.502,Gas Giant,2021,18.5,Jupiter,1.09,Jupiter,0.095,0.039698835,0.01,Transit,jupi
TOI-1288 c,375.0,10.445,Gas Giant,2022,0.26429,Jupiter,0.98,Jupiter,,1.2128679,0.13,Radial Velocity,jupi
TOI-1296 b,1054.0,11.37,Gas Giant,2021,0.298,Jupiter,1.231,Jupiter,0.0497,0.010677618,0.06,Transit,jupi
TOI-1298 b,1041.0,11.889,Gas Giant,2021,0.356,Jupiter,0.841,Jupiter,0.059,0.0123203285,0.03,Transit,jupi
TOI-1333 b,654.0,9.438,Gas Giant,2021,2.37,Jupiter,1.396,Jupiter,0.0626,0.012867898,0.07,Transit,jupi
TOI-1338 b,1302.0,11.722,Neptune-like,2020,33.0,Earth,0.611,Jupiter,0.4607,0.2606434,0.09,Transit,np
TOI-1422 b,506.0,10.622,Neptune-like,2022,9.0,Earth,0.353,Jupiter,0.108,0.03559206,0.04,Transit,np
TOI-1431 b,486.0,8.03,Gas Giant,2021,3.12,Jupiter,1.49,Jupiter,0.046,0.0073921974,0.0,Transit,jupi
TOI-1444 c,409.0,10.936,Neptune-like,2021,11.8,Earth,0.309,Jupiter,,0.044079397,0.0,Radial Velocity,np
TOI-1478 b,499.0,10.723,Gas Giant,2021,0.851,Jupiter,1.06,Jupiter,0.0903,0.027926078,0.02,Transit,jupi
TOI-150.01,1097.0,11.39,Gas Giant,2019,2.51,Jupiter,1.255,Jupiter,0.07037,0.01615332,0.26,Transit,jupi
TOI-1516 b,806.0,10.858,Gas Giant,2022,3.16,Jupiter,1.36,Jupiter,,0.0057494864,0.0,Transit,jupi
TOI-1518 b,737.0,8.952,Gas Giant,2021,2.3,Jupiter,1.875,Jupiter,0.0389,0.005201916,0.01,Transit,jupi
TOI-1601 b,1098.0,10.66,Gas Giant,2021,0.99,Jupiter,1.239,Jupiter,0.06864,0.01451061,0.04,Transit,jupi
TOI-1634 b,115.0,13.217,Super Earth,2021,4.91,Earth,1.79,Earth,0.01545,0.0027378509,0.16,Transit,sat
TOI-163 b,1343.0,11.467,Gas Giant,2019,1.22,Jupiter,1.489,Jupiter,0.058,0.011498973,0.0,Transit,jupi
TOI-1669 b,363.0,10.218,Gas Giant,2023,0.573,Jupiter,1.26,Jupiter,,1.4,0.14,Radial Velocity,jupi
TOI-1670 c,548.0,9.889,Gas Giant,2022,0.63,Jupiter,0.987,Jupiter,0.249,0.111430526,0.09,Transit,jupi
TOI-1685 b,123.0,13.378,Super Earth,2021,3.78,Earth,1.7,Earth,0.011557,0.0019164955,0.0,Transit,sat
TOI-1693 b,100.0,12.962,Super Earth,2022,2.57,Earth,1.41,Earth,0.0226,0.004928131,0.0,Transit,sat
TOI-1695 b,147.0,12.989,Neptune-like,2022,5.5,Earth,2.03,Earth,,0.008487337,0.0,Transit,np
TOI-1696 b,212.0,16.82,Gas Giant,2022,0.15354,Jupiter,0.276,Jupiter,0.0229,0.0068446267,0.0,Transit,jupi
TOI-169 b,1330.0,12.355,Gas Giant,2020,0.791,Jupiter,1.086,Jupiter,0.03524,0.0062970566,0.0,Transit,jupi
TOI-1710 b,265.0,9.545,Neptune-like,2022,28.3,Earth,0.476,Jupiter,0.16,0.06652977,0.16,Transit,np
TOI-1728 b,198.0,12.39,Neptune-like,2020,26.78,Earth,0.451,Jupiter,0.0391,0.009582478,0.06,Transit,np
TOI-172 b,1118.0,11.299,Gas Giant,2019,5.42,Jupiter,0.965,Jupiter,0.0914,0.026009582,0.38,Transit,jupi
TOI-1759 b,131.0,11.93,Neptune-like,2022,10.8,Earth,0.28,Jupiter,0.1177,0.051745377,0.0,Transit,np
TOI-1789 b,747.0,9.721,Gas Giant,2021,0.7,Jupiter,1.44,Jupiter,0.04882,0.008761123,0.0,Transit,jupi
TOI-1807 b,139.0,10.0,Super Earth,2021,2.57,Earth,1.258,Earth,0.00812,0.0013689254,0.0,Transit,sat
TOI-1820 b,811.0,10.899,Gas Giant,2022,2.3,Jupiter,1.14,Jupiter,0.061,0.013415469,0.04,Transit,jupi
TOI-1842 b,729.0,9.815,Gas Giant,2021,0.214,Jupiter,1.04,Jupiter,0.1001,0.026283368,0.0,Transit,jupi
TOI-1899 b,419.0,14.88,Gas Giant,2020,0.66,Jupiter,1.15,Jupiter,0.1587,0.07939767,0.12,Transit,jupi
TOI-201 b,371.0,9.07,Gas Giant,2021,0.42,Jupiter,1.008,Jupiter,0.3,0.14510609,0.28,Transit,jupi
TOI-2025 b,1096.0,11.599,Gas Giant,2022,4.4,Jupiter,1.117,Jupiter,0.092,0.02436687,0.41,Transit,jupi
TOI-2046 b,945.0,11.552,Gas Giant,2022,2.3,Jupiter,1.44,Jupiter,,0.0041067763,0.0,Transit,jupi
TOI-2048 b,380.0,11.431,Neptune-like,2022,7.32,Earth,0.233,Jupiter,,0.03778234,0.13,Transit,np
TOI-206 b,156.0,14.938,Super Earth,2022,2.24,Earth,1.3,Earth,0.0112,0.0019164955,0.0,Transit,sat
TOI-2076 d,137.0,9.139,Neptune-like,2021,10.5,Earth,0.288,Jupiter,0.1539,0.09609856,0.0,Transit,np
TOI-2081 b,203.0,13.369,Super Earth,2022,4.82,Earth,2.04,Earth,0.0752,0.028747434,0.0,Transit,sat
TOI-2109 b,855.0,10.217,Gas Giant,2021,5.02,Jupiter,1.347,Jupiter,0.01791,0.0019164955,0.0,Transit,jupi
TOI-2136 b,109.0,14.32,Super Earth,2022,6.37,Earth,2.19,Earth,0.057,0.02162902,0.0,Transit,sat
TOI-2158 b,647.0,10.887,Gas Giant,2022,0.82,Jupiter,0.96,Jupiter,0.075,0.023545519,0.07,Transit,jupi
TOI-216.02,580.0,12.324,Neptune-like,2019,18.75188,Earth,0.714,Jupiter,0.1293,0.047091037,0.16,Transit,np
TOI-2180 b,381.0,9.162,Gas Giant,2022,2.755,Jupiter,1.01,Jupiter,0.828,0.71403146,0.37,Transit,jupi
TOI-2184 b,2571.0,12.254,Gas Giant,2022,0.65,Jupiter,1.017,Jupiter,,0.01889117,0.08,Transit,jupi
TOI-2193 A b,1100.0,11.976,Gas Giant,2022,0.94,Jupiter,1.77,Jupiter,0.03319,0.0057494864,0.0,Transit,jupi
TOI-2196 b,848.0,12.297,Neptune-like,2022,26.0,Earth,0.313,Jupiter,0.02234,0.003285421,0.0,Transit,np
TOI-2202 c,770.0,13.004,Gas Giant,2021,0.369,Jupiter,1.19,Jupiter,0.15544,0.06762492,0.06,Transit Timing Variations,jupi
TOI-2207 b,1218.0,11.316,Gas Giant,2022,0.64,Jupiter,0.995,Jupiter,0.0854,0.021902807,0.17,Transit,jupi
TOI-220 b,296.0,10.466,Neptune-like,2021,13.8,Earth,0.27,Jupiter,0.08911,0.029295003,0.03,Transit,np
TOI-2257 b,189.0,15.211,Neptune-like,2021,5.45,Earth,2.194,Earth,0.145,0.09637235,0.5,Transit,np
TOI-2260 b,330.0,10.474,Super Earth,2022,3.26,Earth,1.62,Earth,0.0097,0.0010951404,0.0,Transit,sat
TOI-2285 b,138.0,13.403,Super Earth,2021,19.5,Earth,1.74,Earth,0.1363,0.07474332,0.3,Transit,sat
TOI-2337 b,1749.0,12.524,Gas Giant,2022,1.6,Jupiter,0.9,Jupiter,,0.008213553,0.02,Transit,jupi
TOI-237 b,124.0,16.37,Super Earth,2020,2.67,Earth,1.44,Earth,0.0341,0.014784395,0.0,Transit,sat
TOI-2406 b,181.0,,Neptune-like,2021,8.96,Earth,0.262,Jupiter,0.0228,0.008487337,0.26,Transit,np
TOI-2411 b,194.0,11.272,Super Earth,2022,3.46,Earth,1.68,Earth,0.0144,0.0021902807,0.0,Transit,sat
TOI-2421 b,1070.0,11.419,Gas Giant,2022,0.333,Jupiter,0.925,Jupiter,0.0543,0.011772759,0.0,Transit,jupi
TOI-2427 b,93.0,10.295,Super Earth,2022,3.89,Earth,1.8,Earth,0.0202,0.003559206,0.0,Transit,sat
TOI-2445 b,158.0,15.692,Super Earth,2022,2.1,Earth,1.25,Earth,0.0064,0.0010951404,0.0,Transit,sat
TOI-2545 b,349.0,9.521,Neptune-like,2022,8.0,Earth,0.245,Jupiter,,0.021902807,0.0,Transit,np
TOI-2567 b,1647.0,12.3,Gas Giant,2022,0.201,Jupiter,0.975,Jupiter,0.0672,0.016427105,0.0,Transit,jupi
TOI-2570 b,1180.0,12.569,Gas Giant,2022,0.82,Jupiter,1.217,Jupiter,0.04145,0.008213553,0.0,Transit,jupi
TOI-257 b,251.0,7.57,Gas Giant,2021,0.138,Jupiter,0.639,Jupiter,0.1528,0.050376453,0.0,Transit,jupi
TOI-2669 b,1283.0,10.916,Gas Giant,2022,0.61,Jupiter,1.76,Jupiter,,0.016974675,0.09,Transit,jupi
TOI-269 b,186.0,14.37,Neptune-like,2021,8.8,Earth,0.247,Jupiter,0.0345,0.010130048,0.43,Transit,np
TOI-270 d,73.0,12.603,Neptune-like,2019,4.78,Earth,2.133,Earth,0.0721,0.031211497,0.03,Transit,np
TOI-3331 A b,708.0,11.635,Gas Giant,2022,2.27,Jupiter,1.158,Jupiter,0.03144,0.0054757018,0.0,Transit,jupi
TOI-3362 b,1197.0,10.86,Gas Giant,2021,5.029,Jupiter,1.142,Jupiter,0.153,0.0495551,0.82,Transit,jupi
TOI-3693 b,576.0,11.948,Gas Giant,2022,1.02,Jupiter,1.124,Jupiter,0.0813,0.024914443,0.0,Transit,jupi
TOI-3714 b,368.0,15.7,Gas Giant,2022,0.7,Jupiter,1.01,Jupiter,0.027,0.006023272,0.03,Transit,jupi
TOI-3757 b,591.0,14.812,Gas Giant,2022,0.26838,Jupiter,1.071,Jupiter,0.03845,0.009308693,0.14,Transit,jupi
TOI-3884 b,141.0,15.744,Neptune-like,2022,16.5,Earth,0.535,Jupiter,0.0354,0.0123203285,0.32,Transit,np
TOI-411 c,205.0,8.270001,Neptune-like,2022,7.95,Earth,0.244,Jupiter,0.0939,0.026283368,0.16,Transit,np
TOI-4137 b,1093.0,11.31,Gas Giant,2022,1.44,Jupiter,1.211,Jupiter,0.05222,0.010403832,0.0,Transit,jupi
TOI-421 c,244.0,9.931,Neptune-like,2020,16.42,Earth,0.454,Jupiter,0.1189,0.044079397,0.15,Transit,np
TOI-431 d,106.0,9.12,Neptune-like,2021,9.9,Earth,0.294,Jupiter,0.098,0.034223136,0.0,Transit,np
TOI-4329 b,2339.0,12.724,Gas Giant,2022,0.45,Jupiter,1.5,Jupiter,,0.007939767,0.07,Transit,jupi
TOI-4342 c,201.0,12.669,Neptune-like,2023,6.41,Earth,0.215,Jupiter,0.0814,0.029295003,0.0,Transit,np
TOI-4479 b,263.0,15.18,Neptune-like,2022,8.35,Earth,0.252,Jupiter,0.0164,0.003285421,0.0,Transit,np
TOI-451 d,404.0,10.939,Neptune-like,2020,15.6,Earth,0.363,Jupiter,0.1208,0.044900753,0.0,Transit,np
TOI-4562 b,1108.0,12.14,Gas Giant,2023,2.3,Jupiter,1.118,Jupiter,0.768,0.6162902,0.76,Transit,jupi
TOI-481 b,585.0,9.972,Gas Giant,2020,1.53,Jupiter,0.99,Jupiter,0.097,0.028199865,0.15,Transit,jupi
TOI-500 e,155.0,10.54,Neptune-like,2022,15.05,Earth,0.356,Jupiter,,0.16783026,0.07,Radial Velocity,np
TOI-5153 b,1274.0,11.932,Gas Giant,2022,3.26,Jupiter,1.06,Jupiter,0.158,0.05557837,0.09,Transit,jupi
TOI-519 b,377.0,17.35,Gas Giant,2021,14.0,Jupiter,1.07,Jupiter,0.012,0.003559206,0.0,Transit,jupi
TOI-530 b,485.0,15.403,Gas Giant,2021,0.4,Jupiter,0.83,Jupiter,0.052,0.017522246,0.0,Transit,jupi
TOI-532 b,441.0,14.413,Gas Giant,2021,0.1935,Jupiter,0.519,Jupiter,0.0296,0.0062970566,0.0,Transit,jupi
TOI-5398 b,427.0,10.059,Gas Giant,2022,,,1.04,Jupiter,,0.02902122,0.0,Transit,jupi
TOI-540 b,46.0,14.823,Terrestrial,2020,0.674,Earth,0.903,Earth,0.01223,0.003285421,0.0,Transit,mars
TOI-544 b,134.0,10.777,Super Earth,2022,4.78,Earth,2.03,Earth,0.0251,0.0041067763,0.0,Transit,sat
TOI-5542 b,1138.0,12.42,Gas Giant,2022,1.32,Jupiter,1.009,Jupiter,0.332,0.20561258,0.02,Transit,jupi
TOI-558 b,1313.0,11.233,Gas Giant,2021,3.61,Jupiter,1.086,Jupiter,0.1291,0.039972622,0.3,Transit,jupi
TOI-559 b,761.0,11.091,Gas Giant,2021,6.01,Jupiter,1.091,Jupiter,0.0723,0.019164955,0.15,Transit,jupi
TOI-561 f,280.0,10.252,Neptune-like,2020,3.0,Earth,0.207,Jupiter,0.1174,0.044626966,0.0,Transit,np
TOI-564 b,651.0,11.097,Gas Giant,2020,1.463,Jupiter,1.02,Jupiter,0.02734,0.0046543465,0.07,Transit,jupi
TOI-620 b,108.0,12.262,Neptune-like,2022,13.6,Earth,0.335,Jupiter,0.04825,0.013963039,0.22,Transit,np
TOI-628 b,583.0,10.112,Gas Giant,2021,6.33,Jupiter,1.06,Jupiter,0.0486,0.009308693,0.07,Transit,jupi
TOI-640 b,1116.0,10.51,Gas Giant,2021,0.88,Jupiter,1.771,Jupiter,0.06608,0.0136892535,0.05,Transit,jupi
TOI-674 b,150.0,14.203,Neptune-like,2021,23.6,Earth,0.468,Jupiter,0.025,0.0054757018,0.0,Transit,np
TOI-700 e,102.0,13.151,Terrestrial,2023,0.818,Earth,0.953,Earth,0.134,0.07611225,0.06,Transit,mars
TOI-712 d,191.0,10.838,Neptune-like,2022,6.68,Earth,0.221,Jupiter,0.3405,0.23216976,0.07,Transit,np
TOI-763 c,310.0,10.265,Neptune-like,2020,9.32,Earth,0.235,Jupiter,0.1011,0.033675566,0.04,Transit,np
TOI-776 c,89.0,11.536,Super Earth,2020,5.3,Earth,2.02,Earth,0.1,0.04298426,0.04,Transit,sat
TOI-813 b,858.0,10.358,Neptune-like,2020,36.4,Earth,0.599,Jupiter,0.423,0.22970569,0.0,Transit,np
TOI-824 b,209.0,11.314,Super Earth,2020,18.467,Earth,0.261,Jupiter,0.02177,0.003832991,0.0,Transit,sat
TOI-833 b,136.0,11.724,Super Earth,2022,2.15,Earth,1.27,Earth,0.0171,0.0027378509,0.0,Transit,sat
TOI-837 b,465.0,10.635,Gas Giant,2020,1.2,Jupiter,0.77,Jupiter,,0.022724163,0.0,Transit,jupi
TOI-849 b,736.0,11.981,Gas Giant,2020,39.09,Earth,0.307,Jupiter,0.01598,0.0021902807,0.0,Transit,jupi
TOI-892 b,1111.0,11.43,Gas Giant,2020,0.95,Jupiter,1.07,Jupiter,0.092,0.02902122,0.125,Transit,jupi
TOI-942 c,498.0,11.982,Neptune-like,2020,2.5,Jupiter,0.517,Jupiter,0.0847,0.027926078,0.0,Transit,np
TOI-954 b,779.0,10.343,Gas Giant,2020,0.174,Jupiter,0.852,Jupiter,0.04963,0.010130048,0.14,Transit,jupi
TOI-969 c,252.0,11.646,Gas Giant,2022,11.3,Jupiter,1.11,Jupiter,2.52,4.7,0.63,Radial Velocity,jupi
TrES-1 b,521.0,11.424,Gas Giant,2004,0.84,Jupiter,1.13,Jupiter,0.03925,0.008213553,0.0,Transit,jupi
TrES-2 b,702.0,11.254,Gas Giant,2006,1.49,Jupiter,1.36,Jupiter,0.03563,0.0068446267,0.0,Transit,jupi
TrES-3 b,755.0,12.362,Gas Giant,2007,1.91,Jupiter,1.336,Jupiter,0.02282,0.003559206,0.0,Transit,jupi
TrES-4 b,1683.0,11.932,Gas Giant,2007,0.78,Jupiter,1.61,Jupiter,0.05084,0.009856262,0.0,Transit,jupi
TrES-5 b,1175.0,13.677,Gas Giant,2011,1.79,Jupiter,1.194,Jupiter,0.02459,0.0041067763,0.03,Transit,jupi
TYC 0434-04538-1 b,2001.0,10.247,Gas Giant,2021,6.1,Jupiter,1.14,Jupiter,0.66,0.5289528,0.08,Radial Velocity,jupi
TYC 1422-614-1 c,2193.0,10.193,Gas Giant,2014,10.0,Jupiter,1.11,Jupiter,1.37,1.5,0.05,Radial Velocity,jupi
TYC 2187-512-1 b,50.0,10.58,Gas Giant,2022,0.33,Jupiter,1.12,Jupiter,1.22,1.9,0.05,Radial Velocity,jupi
TYC 3318-01333-1 b,1600.0,9.901,Gas Giant,2018,3.42,Jupiter,1.17,Jupiter,1.414,1.5,0.1,Radial Velocity,jupi
TYC 3667-1280-1 b,1558.0,9.856,Gas Giant,2016,5.4,Jupiter,1.14,Jupiter,0.21,0.072553046,0.04,Radial Velocity,jupi
TYC 4282-00605-1 b,1514.0,10.465,Gas Giant,2017,10.78,Jupiter,1.11,Jupiter,0.422,0.27789184,0.28,Radial Velocity,jupi
TYC 8998-760-1 c,309.0,11.124,Gas Giant,2020,6.0,Jupiter,1.1,Jupiter,320.0,5727.6,0.0,Direct Imaging,jupi
UKIRT-2017-BLG-001L b,20551.0,,Gas Giant,2018,1.28,Jupiter,1.22,Jupiter,4.18,9.5,0.0,Gravitational Microlensing,jupi
Upsilon Andromedae d,44.0,4.09565,Gas Giant,1999,10.25,Jupiter,1.11,Jupiter,2.51329,3.5,0.3,Radial Velocity,jupi
Upsilon Leonis b,172.0,4.3049,Gas Giant,2021,0.51,Jupiter,1.27,Jupiter,1.18,1.0546201,0.32,Radial Velocity,jupi
USco1556 b,459.0,15.36,Gas Giant,2019,15.0,Jupiter,1.09,Jupiter,3500.0,360656.2,0.0,Direct Imaging,jupi
USco1621 b,450.0,15.543,Gas Giant,2019,16.0,Jupiter,1.09,Jupiter,2880.0,257742.3,0.0,Direct Imaging,jupi
USco CTIO 108 b,470.0,,Gas Giant,2008,14.0,Jupiter,1.1,Jupiter,670.0,70841.0,0.0,Direct Imaging,jupi
V0391 Pegasi b,3901.0,14.769,Gas Giant,2007,3.2,Jupiter,1.17,Jupiter,1.7,3.2,0.0,Pulsation Timing Variations,jupi
V1298 Tauri e,353.0,10.115,Gas Giant,2019,0.179,Jupiter,0.78,Jupiter,0.308,0.16427104,0.57,Transit,jupi
V830 Tauri b,424.0,12.23,Gas Giant,2016,0.7,Jupiter,1.25,Jupiter,0.057,0.013415469,0.0,Radial Velocity,jupi
VHS J125601.92-125723.9 b,41.0,17.73,Gas Giant,2015,11.2,Jupiter,1.11,Jupiter,102.0,3895.8,0.0,Direct Imaging,jupi
WASP-101 b,656.0,10.336,Gas Giant,2014,0.51,Jupiter,1.43,Jupiter,0.05057,0.009856262,0.0,Transit,jupi
WASP-103 b,1225.0,12.402,Gas Giant,2014,1.49,Jupiter,1.528,Jupiter,0.01985,0.0024640656,0.15,Transit,jupi
WASP-104 b,607.0,11.779,Gas Giant,2014,1.272,Jupiter,1.137,Jupiter,0.02918,0.004928131,0.0,Transit,jupi
WASP-105 b,552.0,12.049,Gas Giant,2017,1.8,Jupiter,0.96,Jupiter,0.075,0.02162902,0.0,Transit,jupi
WASP-106 b,1149.0,11.21,Gas Giant,2014,1.62,Jupiter,1.02,Jupiter,0.0917,0.025462013,0.0,Transit,jupi
WASP-107 c,211.0,11.592,Gas Giant,2020,0.36,Jupiter,1.18,Jupiter,,3.0,0.28,Radial Velocity,jupi
WASP-10 b,460.0,12.413,Gas Giant,2008,3.15,Jupiter,1.08,Jupiter,0.03781,0.008487337,0.05,Transit,jupi
WASP-110 b,897.0,12.762,Gas Giant,2021,0.51,Jupiter,1.238,Jupiter,,0.010403832,0.0,Transit,jupi
WASP-113 b,1419.0,11.761,Gas Giant,2016,0.475,Jupiter,1.409,Jupiter,0.05885,0.0123203285,0.0,Transit,jupi
WASP-114 b,1707.0,12.685,Gas Giant,2016,1.769,Jupiter,1.339,Jupiter,0.02851,0.0041067763,0.01,Transit,jupi
WASP-117 b,515.0,10.139,Gas Giant,2014,0.3,Jupiter,1.06,Jupiter,0.09459,0.027378507,0.3,Transit,jupi
WASP-118 b,1229.0,11.009,Gas Giant,2016,0.514,Jupiter,1.44,Jupiter,0.05453,0.0109514035,0.0,Transit,jupi
WASP-119 b,987.0,12.314,Gas Giant,2016,1.23,Jupiter,1.4,Jupiter,0.0363,0.0068446267,0.058,Transit,jupi
WASP-11 b,407.0,11.567,Gas Giant,2008,0.79,Jupiter,1.11,Jupiter,0.0435,0.010130048,0.0,Transit,jupi
WASP-120 b,1243.0,10.96,Gas Giant,2016,4.85,Jupiter,1.473,Jupiter,0.0514,0.009856262,0.06,Transit,jupi
WASP-121 b,880.0,10.514,Gas Giant,2016,1.157,Jupiter,1.753,Jupiter,0.02596,0.003559206,0.0,Transit,jupi
WASP-123 b,646.0,11.03,Gas Giant,2016,0.899,Jupiter,1.318,Jupiter,0.04263,0.008213553,0.0,Transit,jupi
WASP-124 b,1463.0,12.724,Gas Giant,2016,0.6,Jupiter,1.24,Jupiter,0.0449,0.009308693,0.017,Transit,jupi
WASP-126 c,706.0,10.994,Gas Giant,2019,0.20199,Jupiter,0.837,Jupiter,,0.020807665,0.05,Transit Timing Variations,jupi
WASP-127 b,520.0,10.148,Gas Giant,2016,0.1647,Jupiter,1.311,Jupiter,0.0484,0.011498973,0.0,Transit,jupi
WASP-129 b,983.0,12.179,Gas Giant,2016,1.0,Jupiter,0.93,Jupiter,0.0628,0.015605749,0.096,Transit,jupi
WASP-12 b,1394.0,11.569,Gas Giant,2008,1.465,Jupiter,1.937,Jupiter,0.0232,0.003011636,0.04,Transit,jupi
WASP-130 b,562.0,11.104,Gas Giant,2016,1.23,Jupiter,0.89,Jupiter,0.1012,0.03175907,0.0,Transit,jupi
WASP-131 b,653.0,10.068,Gas Giant,2016,0.27,Jupiter,1.22,Jupiter,0.0607,0.01451061,0.0,Transit,jupi
WASP-132 c,401.0,11.938,Neptune-like,2022,37.35,Earth,1.85,Earth,0.0182,0.0027378509,0.13,Transit,np
WASP-133 b,1824.0,12.891,Gas Giant,2016,1.16,Jupiter,1.21,Jupiter,0.0345,0.006023272,0.17,Transit,jupi
WASP-138 b,1351.0,11.796,Gas Giant,2016,1.22,Jupiter,1.09,Jupiter,0.0494,0.009856262,0.0,Transit,jupi
WASP-139 b,693.0,12.456,Neptune-like,2016,37.18611,Earth,0.8,Jupiter,0.062,0.01615332,0.0,Transit,np
WASP-13 b,742.0,10.424,Gas Giant,2009,0.36,Jupiter,1.22,Jupiter,0.05362,0.012046544,0.0,Transit,jupi
WASP-140 b,384.0,11.118,Gas Giant,2016,2.44,Jupiter,1.44,Jupiter,0.0323,0.006023272,0.05,Transit,jupi
WASP-141 b,1685.0,12.65,Gas Giant,2016,2.69,Jupiter,1.21,Jupiter,0.0469,0.009034907,0.0,Transit,jupi
WASP-142 b,2384.0,12.871,Gas Giant,2016,0.84,Jupiter,1.53,Jupiter,0.0347,0.0057494864,0.0,Transit,jupi
WASP-144 b,1160.0,13.085,Gas Giant,2018,0.44,Jupiter,0.85,Jupiter,0.0316,0.0062970566,0.0,Transit,jupi
WASP-145 A b,298.0,11.636,Gas Giant,2018,0.89,Jupiter,0.9,Jupiter,0.0261,0.004928131,0.0,Transit,jupi
WASP-147 b,1423.0,12.681,Gas Giant,2018,0.275,Jupiter,1.115,Jupiter,0.0549,0.012594113,0.0,Transit,jupi
WASP-148 c,804.0,12.036,Gas Giant,2020,0.392,Jupiter,1.24,Jupiter,0.2044,0.09445585,0.18,Radial Velocity,jupi
WASP-14 b,528.0,9.745,Gas Giant,2008,8.84,Jupiter,1.38,Jupiter,0.037,0.006023272,0.09,Transit,jupi
WASP-150 b,1722.0,12.026,Gas Giant,2020,8.46,Jupiter,1.07,Jupiter,0.0694,0.015331964,0.38,Transit,jupi
WASP-151 b,1478.0,12.821,Gas Giant,2017,0.316,Jupiter,1.187,Jupiter,0.055,0.0123203285,0.0,Transit,jupi
WASP-153 b,1990.0,12.591,Gas Giant,2017,0.39,Jupiter,1.55,Jupiter,0.048,0.009034907,0.009,Transit,jupi
WASP-157 b,1090.0,12.397,Gas Giant,2016,0.574,Jupiter,0.998,Jupiter,0.0499,0.0109514035,0.0,Transit,jupi
WASP-158 b,1713.0,12.044,Gas Giant,2018,2.79,Jupiter,1.07,Jupiter,0.0517,0.010130048,0.0,Transit,jupi
WASP-159 b,2334.0,12.836,Gas Giant,2018,0.55,Jupiter,1.38,Jupiter,0.0538,0.010403832,0.0,Transit,jupi
WASP-15 b,920.0,10.972,Gas Giant,2009,0.54,Jupiter,1.41,Jupiter,0.05165,0.010403832,0.0,Transit,jupi
WASP-160 B b,941.0,13.04,Gas Giant,2018,0.278,Jupiter,1.09,Jupiter,0.0452,0.010403832,0.0,Transit,jupi
WASP-161 b,1119.0,11.079,Gas Giant,2018,2.49,Jupiter,1.143,Jupiter,0.0673,0.014784395,0.0,Transit,jupi
WASP-162 b,1014.0,12.213,Gas Giant,2018,5.2,Jupiter,1.0,Jupiter,0.0871,0.026283368,0.43,Transit,jupi
WASP-163 b,853.0,12.663,Gas Giant,2018,1.87,Jupiter,1.202,Jupiter,0.0266,0.0043805614,0.0,Transit,jupi
WASP-164 b,1068.0,12.603,Gas Giant,2018,2.13,Jupiter,1.128,Jupiter,0.02818,0.004928131,0.0,Transit,jupi
WASP-165 b,1964.0,12.816,Gas Giant,2018,0.658,Jupiter,1.26,Jupiter,0.04823,0.009582478,0.0,Transit,jupi
WASP-166 b,372.0,9.351,Neptune-like,2019,32.10083,Earth,0.63,Jupiter,0.0641,0.014784395,0.0,Transit,np
WASP-167 b,1382.0,10.517,Gas Giant,2017,8.0,Jupiter,1.58,Jupiter,0.0365,0.0054757018,0.0,Transit,jupi
WASP-168 b,991.0,12.124,Gas Giant,2018,0.42,Jupiter,1.5,Jupiter,0.0519,0.011498973,0.0,Transit,jupi
WASP-169 b,2045.0,12.167,Gas Giant,2019,0.561,Jupiter,1.304,Jupiter,0.0681,0.015331964,0.0,Transit,jupi
WASP-16 b,633.0,11.288,Gas Giant,2009,1.24,Jupiter,1.22,Jupiter,0.0415,0.008487337,0.0,Transit,jupi
WASP-170 b,997.0,12.613,Gas Giant,2018,1.6,Jupiter,1.096,Jupiter,0.0337,0.0062970566,0.0,Transit,jupi
WASP-171 b,2472.0,12.612,Gas Giant,2019,1.084,Jupiter,0.98,Jupiter,0.0504,0.010403832,0.0,Transit,jupi
WASP-172 b,1755.0,10.988,Gas Giant,2018,0.47,Jupiter,1.57,Jupiter,0.0694,0.015058179,0.0,Transit,jupi
WASP-173 A b,760.0,11.15,Gas Giant,2018,3.69,Jupiter,1.2,Jupiter,0.0248,0.003832991,0.0,Transit,jupi
WASP-174 b,1338.0,11.803,Gas Giant,2018,0.33,Jupiter,1.437,Jupiter,0.05503,0.011498973,0.0,Transit,jupi
WASP-175 b,1759.0,12.959,Gas Giant,2019,0.99,Jupiter,1.208,Jupiter,0.04403,0.008487337,0.0,Transit,jupi
WASP-176 b,1854.0,12.006,Gas Giant,2020,0.855,Jupiter,1.505,Jupiter,0.0535,0.010677618,0.0,Transit,jupi
WASP-177 b,577.0,12.312,Gas Giant,2019,0.508,Jupiter,1.58,Jupiter,0.03957,0.008487337,0.0,Transit,jupi
WASP-178 b,1395.0,9.946,Gas Giant,2019,1.66,Jupiter,1.81,Jupiter,0.0558,0.009034907,0.0,Transit,jupi
